age,gender,height,weight,activity_level,goal,protein,carbs,fats,water
19,female,190,80,sedentary,cutting,176.0,200.0,64.0,2.8
18,male,155,47,sedentary,bulking,94.0,235.0,56.4,1.65
18,female,179,87,sedentary,cutting,191.4,217.5,69.6,3.05
46,male,188,47,moderate,maintenance,94.0,181.0,51.7,1.95
59,female,195,74,active,bulking,148.0,462.5,111.0,3.19
57,male,173,92,sedentary,cutting,202.4,230.0,73.6,3.22
19,male,167,73,sedentary,maintenance,146.0,255.5,73.0,2.56
56,female,156,91,moderate,maintenance,182.0,350.4,100.1,3.49
30,male,155,68,active,bulking,136.0,425.0,102.0,2.98
53,male,155,75,moderate,maintenance,150.0,288.8,82.5,2.93
29,male,193,84,sedentary,cutting,184.8,210.0,67.2,2.94
22,female,174,51,sedentary,cutting,112.2,127.5,40.8,1.79
50,female,175,46,active,cutting,101.2,143.8,46.0,2.21
22,male,164,56,moderate,cutting,123.2,154.0,49.3,2.26
45,male,185,45,sedentary,bulking,90.0,225.0,54.0,1.58
44,male,172,94,sedentary,bulking,188.0,470.0,112.8,3.29
50,female,160,99,sedentary,cutting,217.8,247.5,79.2,3.47
40,female,192,49,active,maintenance,98.0,214.4,61.2,2.31
45,female,167,53,active,bulking,106.0,331.2,79.5,2.46
22,male,155,71,moderate,bulking,142.0,390.5,93.7,2.79
39,male,186,51,active,cutting,112.2,159.4,51.0,2.39
44,female,168,87,sedentary,maintenance,174.0,304.5,87.0,3.05
24,male,165,83,moderate,maintenance,166.0,319.6,91.3,3.21
52,male,189,94,sedentary,cutting,206.8,235.0,75.2,3.29
55,male,198,83,moderate,bulking,166.0,456.5,109.6,3.21
25,female,151,86,active,maintenance,172.0,376.2,107.5,3.61
27,male,181,72,moderate,cutting,158.4,198.0,63.4,2.82
28,female,157,55,sedentary,maintenance,110.0,192.5,55.0,1.93
48,male,167,86,sedentary,cutting,189.2,215.0,68.8,3.01
21,male,181,85,moderate,bulking,170.0,467.5,112.2,3.27
20,male,189,99,moderate,cutting,217.8,272.2,87.1,3.77
47,male,192,59,moderate,maintenance,118.0,227.2,64.9,2.37
52,male,179,52,moderate,cutting,114.4,143.0,45.8,2.12
41,male,172,85,moderate,cutting,187.0,233.8,74.8,3.27
42,male,173,99,moderate,cutting,217.8,272.2,87.1,3.77
30,male,197,96,active,bulking,192.0,600.0,144.0,3.96
38,male,190,94,moderate,cutting,206.8,258.5,82.7,3.59
42,female,174,74,sedentary,cutting,162.8,185.0,59.2,2.59
38,male,174,88,moderate,cutting,193.6,242.0,77.4,3.38
19,male,171,67,active,bulking,134.0,418.8,100.5,2.95
37,female,160,64,active,maintenance,128.0,280.0,80.0,2.84
55,female,195,46,active,maintenance,92.0,201.2,57.5,2.21
59,female,172,66,active,maintenance,132.0,288.8,82.5,2.91
53,female,153,91,active,bulking,182.0,568.8,136.5,3.79
44,female,153,80,active,maintenance,160.0,350.0,100.0,3.4
34,male,194,89,sedentary,bulking,178.0,445.0,106.8,3.12
49,male,157,46,sedentary,cutting,101.2,115.0,36.8,1.61
18,female,178,77,sedentary,cutting,169.4,192.5,61.6,2.7
46,male,174,69,moderate,bulking,138.0,379.5,91.1,2.71
46,female,165,47,active,bulking,94.0,293.8,70.5,2.25
49,female,151,84,active,bulking,168.0,525.0,126.0,3.54
28,female,161,68,moderate,bulking,136.0,374.0,89.8,2.68
20,female,191,79,moderate,maintenance,158.0,304.2,86.9,3.06
56,male,190,56,sedentary,cutting,123.2,140.0,44.8,1.96
22,male,196,83,active,bulking,166.0,518.8,124.5,3.51
32,male,150,69,moderate,maintenance,138.0,265.7,75.9,2.71
18,female,152,95,active,bulking,190.0,593.8,142.5,3.93
58,female,161,70,active,maintenance,140.0,306.2,87.5,3.05
38,female,167,85,moderate,cutting,187.0,233.8,74.8,3.27
48,male,168,47,moderate,cutting,103.4,129.2,41.4,1.95
53,male,178,77,active,cutting,169.4,240.6,77.0,3.3
50,male,159,59,active,maintenance,118.0,258.1,73.8,2.67
23,female,190,68,active,cutting,149.6,212.5,68.0,2.98
47,male,198,66,sedentary,maintenance,132.0,231.0,66.0,2.31
58,male,158,98,moderate,bulking,196.0,539.0,129.4,3.73
19,female,168,98,active,maintenance,196.0,428.8,122.5,4.03
42,male,178,78,moderate,maintenance,156.0,300.3,85.8,3.03
44,male,186,97,sedentary,bulking,194.0,485.0,116.4,3.4
43,male,160,90,sedentary,bulking,180.0,450.0,108.0,3.15
38,male,161,60,sedentary,bulking,120.0,300.0,72.0,2.1
59,male,179,71,sedentary,maintenance,142.0,248.5,71.0,2.49
54,male,174,58,moderate,maintenance,116.0,223.3,63.8,2.33
53,male,157,70,active,maintenance,140.0,306.2,87.5,3.05
22,male,167,75,sedentary,maintenance,150.0,262.5,75.0,2.63
54,male,176,75,sedentary,cutting,165.0,187.5,60.0,2.63
22,female,163,91,sedentary,cutting,200.2,227.5,72.8,3.19
59,female,191,69,moderate,maintenance,138.0,265.7,75.9,2.71
59,female,197,93,sedentary,cutting,204.6,232.5,74.4,3.26
49,male,160,49,moderate,bulking,98.0,269.5,64.7,2.02
35,male,159,63,sedentary,maintenance,126.0,220.5,63.0,2.21
34,male,168,52,active,cutting,114.4,162.5,52.0,2.42
18,female,162,77,active,cutting,169.4,240.6,77.0,3.3
53,male,150,74,active,maintenance,148.0,323.8,92.5,3.19
34,female,168,78,active,cutting,171.6,243.8,78.0,3.33
55,male,177,92,active,maintenance,184.0,402.5,115.0,3.82
20,male,157,77,moderate,bulking,154.0,423.5,101.6,3.0
41,female,189,76,sedentary,cutting,167.2,190.0,60.8,2.66
37,female,166,47,active,maintenance,94.0,205.6,58.8,2.25
57,male,180,62,moderate,bulking,124.0,341.0,81.8,2.47
48,male,173,80,active,cutting,176.0,250.0,80.0,3.4
34,male,199,50,moderate,maintenance,100.0,192.5,55.0,2.05
50,male,185,64,sedentary,bulking,128.0,320.0,76.8,2.24
32,male,199,87,active,bulking,174.0,543.8,130.5,3.65
28,male,151,61,sedentary,cutting,134.2,152.5,48.8,2.14
25,female,175,94,moderate,maintenance,188.0,361.9,103.4,3.59
30,male,152,77,moderate,bulking,154.0,423.5,101.6,3.0
46,male,167,62,moderate,cutting,136.4,170.5,54.6,2.47
41,female,153,90,active,maintenance,180.0,393.8,112.5,3.75
47,female,151,82,moderate,cutting,180.4,225.5,72.2,3.17
48,female,171,63,active,bulking,126.0,393.8,94.5,2.81
48,male,188,98,sedentary,cutting,215.6,245.0,78.4,3.43
58,female,159,97,active,bulking,194.0,606.2,145.5,4.0
52,male,170,75,sedentary,cutting,165.0,187.5,60.0,2.63
26,female,188,61,active,cutting,134.2,190.6,61.0,2.74
50,male,164,70,moderate,cutting,154.0,192.5,61.6,2.75
49,male,182,93,sedentary,cutting,204.6,232.5,74.4,3.26
33,female,160,95,sedentary,bulking,190.0,475.0,114.0,3.33
58,female,182,73,active,cutting,160.6,228.1,73.0,3.16
37,female,185,99,sedentary,cutting,217.8,247.5,79.2,3.47
32,female,170,61,moderate,cutting,134.2,167.8,53.7,2.44
32,male,159,72,moderate,cutting,158.4,198.0,63.4,2.82
25,female,150,67,active,maintenance,134.0,293.1,83.8,2.95
26,male,189,57,active,cutting,125.4,178.1,57.0,2.6
58,female,171,58,moderate,maintenance,116.0,223.3,63.8,2.33
49,male,157,78,active,cutting,171.6,243.8,78.0,3.33
43,female,181,92,moderate,maintenance,184.0,354.2,101.2,3.52
30,female,157,86,sedentary,cutting,189.2,215.0,68.8,3.01
30,female,170,86,sedentary,bulking,172.0,430.0,103.2,3.01
35,male,197,87,active,cutting,191.4,271.9,87.0,3.65
26,female,188,77,moderate,bulking,154.0,423.5,101.6,3.0
23,male,194,52,active,bulking,104.0,325.0,78.0,2.42
37,male,190,68,sedentary,bulking,136.0,340.0,81.6,2.38
22,female,186,50,active,maintenance,100.0,218.8,62.5,2.35
49,male,196,53,moderate,bulking,106.0,291.5,70.0,2.16
19,female,178,60,active,maintenance,120.0,262.5,75.0,2.7
44,male,190,67,sedentary,cutting,147.4,167.5,53.6,2.35
43,female,181,52,active,bulking,104.0,325.0,78.0,2.42
24,female,166,47,active,cutting,103.4,146.9,47.0,2.25
37,female,191,69,active,maintenance,138.0,301.9,86.2,3.02
45,female,186,81,moderate,cutting,178.2,222.8,71.3,3.14
26,female,175,81,active,maintenance,162.0,354.4,101.2,3.44
36,male,174,97,active,bulking,194.0,606.2,145.5,4.0
32,female,167,67,active,cutting,147.4,209.4,67.0,2.95
44,male,167,61,active,maintenance,122.0,266.9,76.2,2.74
41,female,182,97,sedentary,bulking,194.0,485.0,116.4,3.4
59,male,157,80,moderate,maintenance,160.0,308.0,88.0,3.1
47,male,156,82,moderate,maintenance,164.0,315.7,90.2,3.17
37,female,194,54,active,cutting,118.8,168.8,54.0,2.49
28,female,192,70,sedentary,cutting,154.0,175.0,56.0,2.45
38,female,190,96,sedentary,bulking,192.0,480.0,115.2,3.36
20,male,169,49,sedentary,cutting,107.8,122.5,39.2,1.72
34,female,197,67,active,maintenance,134.0,293.1,83.8,2.95
25,male,160,71,sedentary,cutting,156.2,177.5,56.8,2.49
31,female,175,51,sedentary,maintenance,102.0,178.5,51.0,1.79
53,female,166,81,sedentary,bulking,162.0,405.0,97.2,2.84
58,female,193,53,moderate,maintenance,106.0,204.1,58.3,2.16
29,female,174,99,active,cutting,217.8,309.4,99.0,4.07
39,male,152,90,moderate,maintenance,180.0,346.5,99.0,3.45
58,male,163,60,moderate,cutting,132.0,165.0,52.8,2.4
26,male,168,63,active,cutting,138.6,196.9,63.0,2.81
24,female,185,96,sedentary,bulking,192.0,480.0,115.2,3.36
47,female,175,53,sedentary,maintenance,106.0,185.5,53.0,1.86
53,female,194,56,active,maintenance,112.0,245.0,70.0,2.56
39,male,179,78,sedentary,maintenance,156.0,273.0,78.0,2.73
50,female,159,66,active,maintenance,132.0,288.8,82.5,2.91
37,female,187,75,moderate,bulking,150.0,412.5,99.0,2.93
57,male,197,82,sedentary,bulking,164.0,410.0,98.4,2.87
53,male,153,51,moderate,cutting,112.2,140.2,44.9,2.08
21,female,173,82,sedentary,maintenance,164.0,287.0,82.0,2.87
56,female,170,62,sedentary,maintenance,124.0,217.0,62.0,2.17
49,male,178,69,moderate,maintenance,138.0,265.7,75.9,2.71
26,female,156,71,sedentary,cutting,156.2,177.5,56.8,2.49
32,male,168,87,active,cutting,191.4,271.9,87.0,3.65
23,female,151,81,sedentary,bulking,162.0,405.0,97.2,2.84
49,female,165,50,sedentary,bulking,100.0,250.0,60.0,1.75
34,female,169,55,sedentary,maintenance,110.0,192.5,55.0,1.93
23,male,162,97,moderate,bulking,194.0,533.5,128.0,3.7
29,male,161,84,active,bulking,168.0,525.0,126.0,3.54
52,female,150,99,active,cutting,217.8,309.4,99.0,4.07
33,female,154,69,moderate,cutting,151.8,189.8,60.7,2.71
22,female,196,75,moderate,bulking,150.0,412.5,99.0,2.93
44,female,162,92,active,cutting,202.4,287.5,92.0,3.82
34,male,174,86,moderate,cutting,189.2,236.5,75.7,3.31
55,female,153,64,active,bulking,128.0,400.0,96.0,2.84
20,male,174,45,active,cutting,99.0,140.6,45.0,2.18
29,male,199,85,sedentary,bulking,170.0,425.0,102.0,2.98
26,female,162,69,moderate,cutting,151.8,189.8,60.7,2.71
20,female,165,57,sedentary,bulking,114.0,285.0,68.4,2.0
29,female,199,57,moderate,cutting,125.4,156.8,50.2,2.29
40,male,196,94,sedentary,maintenance,188.0,329.0,94.0,3.29
36,female,164,48,sedentary,maintenance,96.0,168.0,48.0,1.68
33,male,165,62,active,maintenance,124.0,271.2,77.5,2.77
18,male,152,88,active,cutting,193.6,275.0,88.0,3.68
28,male,166,56,moderate,maintenance,112.0,215.6,61.6,2.26
39,male,188,72,active,bulking,144.0,450.0,108.0,3.12
47,male,160,76,active,maintenance,152.0,332.5,95.0,3.26
49,male,173,69,moderate,bulking,138.0,379.5,91.1,2.71
30,female,170,79,moderate,cutting,173.8,217.3,69.5,3.06
55,female,160,59,moderate,maintenance,118.0,227.2,64.9,2.37
51,female,158,58,moderate,bulking,116.0,319.0,76.6,2.33
37,male,198,79,sedentary,cutting,173.8,197.5,63.2,2.77
42,female,187,91,sedentary,cutting,200.2,227.5,72.8,3.19
29,male,176,87,sedentary,maintenance,174.0,304.5,87.0,3.05
54,male,179,90,sedentary,cutting,198.0,225.0,72.0,3.15
54,male,171,60,active,cutting,132.0,187.5,60.0,2.7
59,male,189,83,sedentary,bulking,166.0,415.0,99.6,2.91
38,male,159,68,moderate,maintenance,136.0,261.8,74.8,2.68
51,male,150,52,active,bulking,104.0,325.0,78.0,2.42
33,male,157,94,moderate,bulking,188.0,517.0,124.1,3.59
55,female,183,89,sedentary,cutting,195.8,222.5,71.2,3.12
56,male,167,80,sedentary,bulking,160.0,400.0,96.0,2.8
34,female,166,62,moderate,bulking,124.0,341.0,81.8,2.47
23,female,181,48,moderate,cutting,105.6,132.0,42.2,1.98
43,female,168,99,sedentary,cutting,217.8,247.5,79.2,3.47
26,male,192,81,active,maintenance,162.0,354.4,101.2,3.44
58,female,161,99,sedentary,bulking,198.0,495.0,118.8,3.47
59,male,182,57,moderate,maintenance,114.0,219.5,62.7,2.29
34,male,186,99,sedentary,maintenance,198.0,346.5,99.0,3.47
33,male,196,79,active,cutting,173.8,246.9,79.0,3.37
56,female,160,64,moderate,cutting,140.8,176.0,56.3,2.54
47,female,197,62,sedentary,maintenance,124.0,217.0,62.0,2.17
32,male,179,65,sedentary,maintenance,130.0,227.5,65.0,2.28
50,female,159,73,sedentary,bulking,146.0,365.0,87.6,2.56
22,male,190,82,sedentary,cutting,180.4,205.0,65.6,2.87
58,male,172,56,sedentary,cutting,123.2,140.0,44.8,1.96
21,female,169,49,moderate,cutting,107.8,134.8,43.1,2.02
34,female,170,75,sedentary,bulking,150.0,375.0,90.0,2.63
54,female,160,69,active,bulking,138.0,431.2,103.5,3.02
47,female,185,50,active,cutting,110.0,156.2,50.0,2.35
58,male,183,61,active,maintenance,122.0,266.9,76.2,2.74
18,female,173,72,active,maintenance,144.0,315.0,90.0,3.12
31,male,182,66,moderate,maintenance,132.0,254.1,72.6,2.61
46,male,166,78,sedentary,maintenance,156.0,273.0,78.0,2.73
37,female,196,45,sedentary,maintenance,90.0,157.5,45.0,1.58
46,female,171,46,sedentary,bulking,92.0,230.0,55.2,1.61
48,male,178,96,moderate,cutting,211.2,264.0,84.5,3.66
57,male,165,76,active,maintenance,152.0,332.5,95.0,3.26
38,male,193,93,active,cutting,204.6,290.6,93.0,3.86
27,female,177,70,sedentary,maintenance,140.0,245.0,70.0,2.45
34,female,194,46,moderate,cutting,101.2,126.5,40.5,1.91
19,male,195,74,moderate,cutting,162.8,203.5,65.1,2.89
41,male,189,64,moderate,maintenance,128.0,246.4,70.4,2.54
34,male,199,79,moderate,maintenance,158.0,304.2,86.9,3.06
20,male,197,71,sedentary,cutting,156.2,177.5,56.8,2.49
33,female,174,67,moderate,bulking,134.0,368.5,88.4,2.65
22,male,196,55,active,maintenance,110.0,240.6,68.8,2.53
21,female,162,69,moderate,bulking,138.0,379.5,91.1,2.71
33,female,194,95,sedentary,bulking,190.0,475.0,114.0,3.33
30,male,181,84,moderate,bulking,168.0,462.0,110.9,3.24
47,female,184,72,sedentary,bulking,144.0,360.0,86.4,2.52
32,male,176,45,sedentary,cutting,99.0,112.5,36.0,1.58
51,male,180,62,moderate,maintenance,124.0,238.7,68.2,2.47
49,female,169,63,moderate,maintenance,126.0,242.6,69.3,2.5
21,female,178,62,moderate,maintenance,124.0,238.7,68.2,2.47
55,female,168,48,moderate,maintenance,96.0,184.8,52.8,1.98
52,female,199,72,moderate,maintenance,144.0,277.2,79.2,2.82
21,female,166,87,moderate,cutting,191.4,239.3,76.6,3.35
18,male,186,75,active,bulking,150.0,468.8,112.5,3.23
20,male,176,92,sedentary,cutting,202.4,230.0,73.6,3.22
42,male,182,46,active,maintenance,92.0,201.2,57.5,2.21
49,female,182,77,moderate,cutting,169.4,211.8,67.8,3.0
46,male,186,54,active,bulking,108.0,337.5,81.0,2.49
25,female,159,87,active,bulking,174.0,543.8,130.5,3.65
41,female,170,80,moderate,maintenance,160.0,308.0,88.0,3.1
52,female,167,90,sedentary,bulking,180.0,450.0,108.0,3.15
55,female,163,57,moderate,cutting,125.4,156.8,50.2,2.29
47,female,168,78,sedentary,bulking,156.0,390.0,93.6,2.73
46,male,189,56,moderate,maintenance,112.0,215.6,61.6,2.26
29,male,199,65,sedentary,bulking,130.0,325.0,78.0,2.28
26,male,155,98,sedentary,bulking,196.0,490.0,117.6,3.43
37,male,189,79,active,maintenance,158.0,345.6,98.8,3.37
30,male,169,56,moderate,maintenance,112.0,215.6,61.6,2.26
51,female,183,46,active,cutting,101.2,143.8,46.0,2.21
48,male,192,69,sedentary,bulking,138.0,345.0,82.8,2.42
26,male,157,74,moderate,bulking,148.0,407.0,97.7,2.89
46,female,150,82,sedentary,bulking,164.0,410.0,98.4,2.87
20,male,191,86,moderate,bulking,172.0,473.0,113.5,3.31
33,male,155,90,sedentary,maintenance,180.0,315.0,90.0,3.15
34,female,155,56,moderate,cutting,123.2,154.0,49.3,2.26
39,female,151,48,sedentary,maintenance,96.0,168.0,48.0,1.68
49,female,197,49,sedentary,maintenance,98.0,171.5,49.0,1.72
37,female,178,81,sedentary,cutting,178.2,202.5,64.8,2.84
47,female,162,61,active,bulking,122.0,381.2,91.5,2.74
27,female,170,85,moderate,bulking,170.0,467.5,112.2,3.27
35,male,152,49,sedentary,bulking,98.0,245.0,58.8,1.72
49,female,185,60,moderate,cutting,132.0,165.0,52.8,2.4
52,male,172,59,sedentary,cutting,129.8,147.5,47.2,2.07
34,male,160,47,moderate,bulking,94.0,258.5,62.0,1.95
34,male,194,54,sedentary,bulking,108.0,270.0,64.8,1.89
55,male,167,91,moderate,bulking,182.0,500.5,120.1,3.49
55,female,173,84,sedentary,bulking,168.0,420.0,100.8,2.94
57,male,185,78,sedentary,maintenance,156.0,273.0,78.0,2.73
56,male,161,58,active,bulking,116.0,362.5,87.0,2.63
43,female,156,65,active,maintenance,130.0,284.4,81.2,2.88
48,female,184,69,active,cutting,151.8,215.6,69.0,3.02
22,female,190,72,sedentary,cutting,158.4,180.0,57.6,2.52
19,female,157,69,active,cutting,151.8,215.6,69.0,3.02
38,male,187,46,moderate,maintenance,92.0,177.1,50.6,1.91
45,female,154,63,active,maintenance,126.0,275.6,78.8,2.81
36,female,172,81,moderate,bulking,162.0,445.5,106.9,3.14
19,female,190,54,moderate,cutting,118.8,148.5,47.5,2.19
45,female,150,60,sedentary,maintenance,120.0,210.0,60.0,2.1
37,male,176,85,sedentary,cutting,187.0,212.5,68.0,2.98
46,male,166,60,active,maintenance,120.0,262.5,75.0,2.7
32,female,161,71,moderate,cutting,156.2,195.3,62.5,2.79
28,female,198,85,active,bulking,170.0,531.2,127.5,3.58
51,male,152,53,active,bulking,106.0,331.2,79.5,2.46
19,male,188,58,moderate,bulking,116.0,319.0,76.6,2.33
42,female,191,74,active,cutting,162.8,231.2,74.0,3.19
45,male,191,77,active,maintenance,154.0,336.9,96.2,3.3
59,female,183,84,sedentary,bulking,168.0,420.0,100.8,2.94
36,female,164,79,sedentary,maintenance,158.0,276.5,79.0,2.77
39,female,161,52,sedentary,maintenance,104.0,182.0,52.0,1.82
47,male,177,89,active,cutting,195.8,278.1,89.0,3.72
57,female,178,70,moderate,bulking,140.0,385.0,92.4,2.75
28,male,182,58,moderate,cutting,127.6,159.5,51.0,2.33
24,female,170,57,sedentary,bulking,114.0,285.0,68.4,2.0
30,male,178,45,moderate,bulking,90.0,247.5,59.4,1.88
46,male,181,95,sedentary,cutting,209.0,237.5,76.0,3.33
39,male,163,87,moderate,maintenance,174.0,335.0,95.7,3.35
23,male,155,97,active,cutting,213.4,303.1,97.0,4.0
41,male,160,82,sedentary,cutting,180.4,205.0,65.6,2.87
26,female,171,91,moderate,maintenance,182.0,350.4,100.1,3.49
34,female,151,61,active,cutting,134.2,190.6,61.0,2.74
22,female,166,59,active,maintenance,118.0,258.1,73.8,2.67
32,female,162,72,active,cutting,158.4,225.0,72.0,3.12
58,female,176,70,active,maintenance,140.0,306.2,87.5,3.05
46,male,176,61,sedentary,bulking,122.0,305.0,73.2,2.14
29,male,199,89,moderate,maintenance,178.0,342.7,97.9,3.42
47,female,180,65,active,maintenance,130.0,284.4,81.2,2.88
50,female,175,85,moderate,bulking,170.0,467.5,112.2,3.27
53,female,171,82,active,bulking,164.0,512.5,123.0,3.47
48,female,199,60,moderate,bulking,120.0,330.0,79.2,2.4
26,female,187,87,sedentary,bulking,174.0,435.0,104.4,3.05
55,female,199,58,active,bulking,116.0,362.5,87.0,2.63
38,female,187,63,active,bulking,126.0,393.8,94.5,2.81
54,male,171,85,sedentary,bulking,170.0,425.0,102.0,2.98
29,female,197,63,active,bulking,126.0,393.8,94.5,2.81
24,female,153,64,active,cutting,140.8,200.0,64.0,2.84
36,female,171,91,sedentary,cutting,200.2,227.5,72.8,3.19
33,male,194,88,sedentary,cutting,193.6,220.0,70.4,3.08
30,female,169,68,moderate,bulking,136.0,374.0,89.8,2.68
59,female,187,75,sedentary,bulking,150.0,375.0,90.0,2.63
48,female,162,76,sedentary,bulking,152.0,380.0,91.2,2.66
24,male,165,77,active,bulking,154.0,481.2,115.5,3.3
54,female,187,83,moderate,bulking,166.0,456.5,109.6,3.21
57,male,176,48,sedentary,maintenance,96.0,168.0,48.0,1.68
44,male,164,83,active,bulking,166.0,518.8,124.5,3.51
29,male,195,54,moderate,bulking,108.0,297.0,71.3,2.19
30,male,181,99,sedentary,cutting,217.8,247.5,79.2,3.47
37,male,165,57,sedentary,maintenance,114.0,199.5,57.0,2.0
52,female,162,57,sedentary,cutting,125.4,142.5,45.6,2.0
39,female,184,85,sedentary,bulking,170.0,425.0,102.0,2.98
20,female,197,72,sedentary,bulking,144.0,360.0,86.4,2.52
37,female,156,98,sedentary,bulking,196.0,490.0,117.6,3.43
52,male,193,95,moderate,bulking,190.0,522.5,125.4,3.62
23,male,150,49,active,maintenance,98.0,214.4,61.2,2.31
59,male,185,98,active,bulking,196.0,612.5,147.0,4.03
36,male,175,62,active,cutting,136.4,193.8,62.0,2.77
27,female,184,73,sedentary,cutting,160.6,182.5,58.4,2.56
41,female,190,62,sedentary,maintenance,124.0,217.0,62.0,2.17
33,male,160,74,sedentary,cutting,162.8,185.0,59.2,2.59
19,female,197,95,sedentary,bulking,190.0,475.0,114.0,3.33
